,Integration Type,Language,Sentiment,Categories,Text,pred
9876,google_mybusiness,eng,1,experience,"Very fresh seafood, in a trendy environment. Personell is friendly and gives good advice on selection. Be prepared to put a little effort in opening up al the crabs and shrimps, but that's part of the experience!",1
9877,google_mybusiness,eng,1,experience,(Translated by Google) Good fresh(Original)好新鮮,1
9879,google_mybusiness,eng,1,food;service,Perfect dining with my 10 yr old son!,1
9880,google_mybusiness,eng,1,food,Had lovely beetroot balls and French fries for lunch,1
9891,instagram,eng,1,experience,#wtf #wow #food #seafoodbar #seafood #foodgasam #foodporn #amsterdam #bubbly #weekend #foodie #holland #yes #amazing #tasty #eat #travel #explore #holiday #vacation #happy #enjoy #goodvibes,1
9893,google_mybusiness,eng,1,food;environment,Good place to have different type of burger. Near by area is good to spend good time.,1
9897,google_mybusiness,eng,1,food,"Als je eens zin hebt in een hamburger, maar niet een gewone klassieke is dit de ideale plek bij uitstek. Verrassend lekkere combinatie. De zoete aardappelfrietjes zijn super lekker.(Translated by Google)If you fancy a hamburger, but not an ordinary classic, this is the ideal place. Surprisingly nice combination. The sweet potato fries are super tasty.",1
9898,google_mybusiness,eng,1,food,"Het was leuk en lekker, wel klein en het eten was ook niet slecht(Translated by Google)It was nice and tasty, but small and the food wasn't bad either",0
9899,google_mybusiness,eng,1,food,Best burger and fries in town💜🍔,1
9901,google_mybusiness,eng,1,service;environment;food,"Although there is a lengthy wait (make a reservation), the burgers here are amazing. Staff are very friendly and passionate, and the atmosphere is very nice. The burgers are the star, great quality ingredients and the right combination of flavours, probably one of the best burgers I've ever had. Definitely worth a try when visiting Brussels.",1
9907,facebook,eng,1,food;environment,"Wonder food, great atmosphere and best of all burgers not over cooked. Medium or well done, not a problem. Nearly as good as Wahlburger... well nearly. Go visit and make up your own mind.",-1
9925,google_mybusiness,eng,1,food;value,The burger was delicious but a little expensive.,1
9927,facebook,eng,1,food,By far the best Coffee and the best food!,1
9928,facebook,eng,1,food,Amazing food and great coffee!,1
9929,google_mybusiness,eng,1,environment;service,"Tiene una terraza muy agradable y  camareras atentas y amables. Los precios, correctos.(Translated by Google)It has a very nice terrace and attentive and friendly waitresses. The prices are correct.",1
9930,google_mybusiness,eng,1,food;service,"Excellent coffee served by a very friendly waiter. Atmosphere is cozy, house like and classy. Cakes are fresh. Would highly recommend. I will come back!",1
9931,facebook,eng,1,food,"Fantastic coffee, breakfast and lunch! Great place to sit and relax",1
9932,google_mybusiness,eng,1,food,(Translated by Google) Nice polite place. The food was delicious.(Original)Kena viisakas koht. Toit oli maitsev.,1
9943,google_mybusiness,eng,1,service;environment;food;value,An excellent lunch w fresh belgian beer and a picturesque view,1
9947,google_mybusiness,eng,1,experience;innovation,"Great vibe, good service. Was hoping for more creativity in the menu.",1
9949,google_mybusiness,eng,1,experience,"Went to this spot between museum visits as it is just a couple blocks from the rijksmuseum.  Sat at the bar and had a beautiful cold seafood platter that was surprisingly affordable.  The bartender was very knowledgeable, friendly and quick.  The seafood was delicious and very fresh.",1
9952,google_mybusiness,eng,1,experience;service;food,"This is a very busy place, it’s best to make a reservation ahead of time especially on weekend.  They have very fresh seafood bar and service is great and fast.",1
9969,google_mybusiness,eng,1,experience;food;service,"Pizzas hechas al momento, la camarera muy amable!(Translated by Google)Pizzas made at the moment, the waitress very friendly!",1
9975,google_mybusiness,eng,1,experience,Estaba todo rico(Translated by Google)It was all rich,1
9976,google_mybusiness,eng,1,experience;food;environment,"La calidad de las pizzas es muy alta, y el ambiente del restaurante muy acogedor(Translated by Google)The quality of the pizzas is very high, and the atmosphere of the restaurant is very cozy",1
9977,google_mybusiness,eng,1,experience;food;reputation,"Las mejores pizzas de Madrid! Ojalá metan la pizza Milagrosa en la carta porque esta increíble! Además probamos también la Borghese, y un espectáculo. La pizza de nutella de postre no puede faltar! La pizzas hechas en horno de piedra no pueden estar más buenas. Recomendadisimo!(Translated by Google)The best pizzas in Madrid! I hope they put the Miraculous pizza on the menu because it's amazing! In addition we also tried the Borghese, and a show. The nutella dessert pizza can't be missing! The pizzas made in stone oven can not be more good. Highly recommended!",1
9979,google_mybusiness,eng,1,experience;food,Muy buenas pizzas(Translated by Google)Very good pizzas,1
9980,google_mybusiness,eng,1,experience;food,"Me encantan las pizzas, muy ricas(Translated by Google)I love pizzas, very rich",1
9981,google_mybusiness,eng,1,experience;food,Las pizzas muy buenas.(Translated by Google)The pizzas very good.,1
9982,google_mybusiness,eng,1,experience,Muy bueno(Translated by Google)Very good,1
9984,yelp,eng,1,experience;food;environment,"I really enjoyed this place!  You walk in and order at the kitchen. You're sitting in the kitchen and can watch them prep the plates. They have pitchers of water at the table, which I really liked!",1
9985,google_mybusiness,eng,1,experience;food;value,(Translated by Google) Gourmet meatloaf with side dish and beer for € 13 .... well spent(Original)Polpettona gourmetcon contorno e birra a 13€....ben spesi,1
9987,google_mybusiness,eng,1,experience;food;service,"Muy  buenas pizzas, buen ambiente y buen trato por parte del personal(Translated by Google)Very good pizzas, good atmosphere and good treatment by the staff",1
9991,google_mybusiness,eng,1,experience;food,Pizza 💯,1
9994,google_mybusiness,eng,1,experience;family_friendly,Esta muy bueno para compartir y comer con los amigos y la familia 😝😝(Translated by Google)It's very good to share and eat with friends and family 😝😝,1
9997,google_mybusiness,eng,1,experience;service,Sublime!!! Trato de lo mejor!!!(Translated by Google)Sublime!!! I try the best !!!,1
9998,google_mybusiness,eng,1,food;experience,"Autentica pizza napolitana, buen ambiente, buen servicio y las cervezas bien frias aun teniendo el local lleno(Translated by Google)Authentic Neapolitan pizza, good atmosphere, good service and very cold beers even having the place full",1
9999,google_mybusiness,eng,1,experience;food;service,Las pizzas buenísimas hechas en horno de piedra y el trato es excelente!!!(Translated by Google)The best pizzas made in stone oven and the treatment is excellent !!!,1
10001,google_mybusiness,eng,1,experience,"Excellent pizzas, super fast and very friendly service. Best pizza place in town I would say:-)",1
10008,facebook,eng,1,experience,"Foodie Fortnight continues with an amazing 3-course lunch in Middletons Steakhouse & Grill Norwich, followed by a mooch around the city.This. Is. The . Life 😊😊😊🖖🖖🖖😊😊😊",1
10010,google_mybusiness,eng,1,experience;food;service,Lovely food and service,1
10011,google_mybusiness,eng,1,experience;food,Nice food,1
10012,google_mybusiness,eng,1,experience;food,Good food !!,1
10014,google_mybusiness,eng,1,experience;food,(Translated by Google) Great place to eat(Original)Gran sitio para comer,1
10015,google_mybusiness,eng,1,experience;food;service,Tasty Food but Slow Service,1
10016,yelp,eng,1,experience;food,"Real Italian. Pizza, calamari, risotto, and deserts were just delicious. Apple tart was also a must try.",1
10018,google_mybusiness,eng,1,experience;food;value,Usual food but expensive,1
10020,google_mybusiness,eng,1,experience;food;environment,I loved the food and nice place,1
10021,google_mybusiness,eng,1,experience;food,Great place to wine and dine,1
10022,facebook,eng,1,experience;service;food,Excellent service and fabulous food. A really good evening.,1
10023,google_mybusiness,eng,1,service,"Hmmm, I didn't have a steak so can really judge. The starter was very nice. Found the burgers dry. Great service, very good but not sure if go back.",0
10024,google_mybusiness,eng,1,experience;food;value,"Nice food, not too pricey.   Left happy.",1
10026,facebook,eng,1,experience;service;environment,service was good.  great menu and nice atmosphere,1
10027,google_mybusiness,eng,1,experience;food,Food was very tasty,1
10028,facebook,eng,1,experience;food;service;value,Brilliant food and so much choice. Great service too. Set price menu is 3 courses for £10.95 which is an absolute bargain!,1
10029,facebook,eng,1,experience;service;food;reputation,"Amazing service, really kind waitresses and waiters - Evelina was great and talked to my brother a lot as it was his 10th birthday. At the end they sang happy birthday to him and brought out the plate shown in the picture (he was too full for dessert). Excellent food, would highly recommend.",1
10030,google_mybusiness,eng,1,experience;service;food,"Went there with my family to eat on the weekend. The food was deliverd quickly within a timely manner from starters, main course and dessert. The food was cooked a very nicely and we would recommend this restaurant if you are planning to go to it. Overall we would go.",1
10032,google_mybusiness,eng,1,experience,"Great place to go with small groups up to 6, one of the better steak houses in Milton Keynes. In my experience I have found that with larger groups they struggle to give the same experience both with customer service and food quality.",1
10033,facebook,eng,1,experience;food,"Very nice food , had surf and turf",1
10034,google_mybusiness,eng,1,experience;food;service,Food good but a bit minimalist in decor. Needs to be more welcoming. Staff great.,1
10035,google_mybusiness,eng,1,experience;food,Fantastic meal again!,1
10036,google_mybusiness,eng,1,experience;food;value;environment;service,Delicious lunchtime menu and great value for money. Been here a few times and am always impressed. The staff and atmosphere are both friendly and relaxed. Can't fault it,1
10037,facebook,eng,1,experience;food,Fun good food tasty menu something for all people,1
10038,facebook,eng,1,experience;food;service,Evalina thank you for joining in on my pre-wedding celebrations - the food was awesome and your service even more so!,1
10040,google_mybusiness,eng,1,experience;service;food,"Our waitress was so lovely. I didn’t catch her name sadly but she did such a great job and was so attentive to everything we needed. I must say she will do well wherever her career takes her. She was so bubbly and smily...you couldn’t help but love her. The food was also decent, just regret not having enough time to enjoy the restaurant as we were rushing to the movies.",1
10042,google_mybusiness,eng,1,experience;food;service,Food was fantastic service was excellent!  We will definitely  go again,1
10046,google_mybusiness,eng,1,reputation;food,(Translated by Google) Excellent meal(Original)Excelente comida,1
10047,google_mybusiness,eng,1,reputation;food,(Translated by Google) Very good co(Original)Muy buena la co,1
10052,google_mybusiness,eng,1,experience,Super restaurant,1
10053,google_mybusiness,eng,1,experience,Very nice oysters from Normandie!!,1
10054,google_mybusiness,eng,1,experience;innovation,"Raw food is good, cooked food not good as raw one",1
10055,google_mybusiness,eng,1,experience;service;food;value,Fresh and nice seafood in a casual and contemporary environment.  Good service and reasonable price too!  Perfect for seafood lovers!,1
10056,google_mybusiness,eng,1,experience;service;food,"Delicious fresh seafood in a casual upbeat atmosphere.  Incredible, warm, friendly service.  Had a really nice dinner!!!",1
10059,yelp,eng,1,food,"I had a brunch date here.  It was not crowded at 10:30 AM.  When my date arrived, I ordered a Golf Ball - great drink.  The real reason for five stars :  best waffle I've ever had in my life.  Seriously, it was delicious. Service was good too.",1
10060,facebook,eng,1,food;service,"Great menu, super service!!",1
10061,facebook,eng,1,food,"Great new menu, Chef Mike Saef, has outdone himself again, thanks for a delicious lunch, perfect place, food, and weather.",1
10062,facebook,eng,1,food,Nice view the atmosphere was relaxing and it was 2 c people I haven’t seen in awhile,1
10063,google_mybusiness,eng,1,environment;service;food,Good place. Fun staff. Loved the food. Very fresh and tasty,1
10067,google_mybusiness,eng,1,food;consistency,Fantastic food with love,1
10069,google_mybusiness,eng,1,food,"Best tosti in town!! Melt cheesy toast with ham in your mouth are so enjoynable. You have 3 choice of bread (original, brown, dark) and plenty of sauces selection.Average cost for each menu are 4-7 Euro and yes they have free WiFi and lovely ☕ 😀",1
10076,google_mybusiness,eng,1,experience,Amazing!,1
10077,google_mybusiness,eng,1,experience;value;environment,"Nice terras, good and small dishes for reasonable prices. Great for quality tasting.",1
10078,google_mybusiness,eng,1,service;environment;value;food,Awesome bowls of happiness! The best spaghetti in Belgium,1
10079,facebook,eng,1,environment,"⚡ 23.08.2019 - OpenBaar ⚡ A bar to gather people with and without limitation, together lifting the glass and twirl some damn good spaghetti!Thanks for being so beautiful Openbaar! 😍",1
10094,google_mybusiness,eng,1,experience,"Amazing. Went for the set menu. Unfortunately its really set, they dont deviate and dont do custom orders, but fine nonetheless. Would go again.",1
10099,formitable,eng,1,experience;food;service;environment,"... seriously delicious, served in a relaxed environment with attentive service.",1
10102,formitable,eng,1,experience;service;environment,The food and the service is amazing. One drawback one of the cook was playing with his cellphone and laptop while preparing food. Seriously?,1
10104,formitable,eng,1,experience;service;food,"We very much enjoyed the food which came quickly, but we found the waitress whom we saw mostly inconsiderate if not rude at times.",1
10111,formitable,eng,1,experience;environment;food,"We loved the great view fromthe restaurant and the overall fun vibe.  Also, they accommodated is with a rice table with no beef/pork/goat-we had all chicken/fish/vegetables, but still were able to enjoy all the great unusual tastes.",1
10116,instagram,eng,1,environment,❥ antwerp,1
10137,formitable,eng,1,experience;food,Everything was amazing and delicious ! Thank you,1
10140,google_mybusiness,eng,1,experience;value,Very good food at reasonable prices.,1
10141,google_mybusiness,eng,1,experience,The quality and favor of dishes is great. I do love The Seafood Bar.,1
10142,google_mybusiness,eng,1,experience,Tried their market fish for the day. Was very good.,1
10143,google_mybusiness,eng,1,experience;service,Flawless service and delicious food and drink. It's very popular so pre-book or get there before the rush!,1
10144,yelp,eng,1,experience,"First time to this place, I was in town on business with my 4 co-workers. It was the best Seafood experience I've had in a long time! Everything was amazing from Apps, Entrée, to Desert. We had the shared cold misto Platter and the Hot Platter, all the seafood tasted fresh and the King crab from North sea was great. All my co-workers raved about how good the food was and sadly, we were not able to finish it all. Service was good, at times slow, but in the end worth the wait. NOTE- you need RES or you'll wait hours to get in this place.",1
10148,google_mybusiness,eng,1,food,"Excellent food, quality burgers made with love",1
10151,facebook,eng,1,food;value,"Nice burger but way too much food. I'm from Australia and servings are half the size and twice the price, so it's a really good value restaurant especially if you are hungry!",1
10155,google_mybusiness,eng,1,food;environment;reputation,"Great toasts, wonderful environment and excellent concept. Thank you",1
10157,google_mybusiness,eng,1,experience;food,"Great service, food was cooked lovely. Nice tables and chairs outside.",1
10158,google_mybusiness,eng,1,experience;food;service,Excellent is the word. Great food and service and the fish and meat is West End standard. Big up da gaffe.,1
10159,facebook,eng,1,experience;value;service;environment;reputation,Had a fantastic meal at Middletons on Saturday celebrating my friends 50th. The three course menu was fantastic value. Friendly staff and lovely atmosphere. Would definitely recommend.,1
10160,google_mybusiness,eng,1,experience;food,"I had a rather disappointing meal here. I ordered a bitter shandy as I was driving, was asked if London Pride was suitable and said that was fine. I was brought my shandy and the rest of the bottle of beer (which I couldn't drink) and charged over £5! I ordered the vegetarian roast and was asked whether I was a ""real"" vegetarian and so would they need to make veggie gravy! My roast only had boiled potatoes (rather than roasts) and included no Yorkshire pudding. To give them their due, the food I was served did taste nice and dessert was very good.",-1
10161,google_mybusiness,eng,1,experience;service;value;food,Friendly staff. Reasonably priced. Had the Middletons grill. Plenty of meat. Good portion and we'll cooked,1
10163,facebook,eng,1,experience;food,"Awesome food, great steaks",1
10164,google_mybusiness,eng,1,experience;service,"Great food in great surroundings had the t-bone steak, friendly staff, what more do you need!",1
10165,google_mybusiness,eng,1,experience;food;service,"Food was great, staff were amazing and was thrilled with the dessert.",1
10167,google_mybusiness,eng,1,experience;food,Good lovely food,1
10168,google_mybusiness,eng,1,experience;food,Yummy pork ribs,1
10169,google_mybusiness,eng,1,experience;food;service,"Seating a bit ""cosy"" but good quality food and attentive staff.",1
10170,google_mybusiness,eng,1,experience;food;reputation,It was awsome would reccomend to anyone went there for our anniversary had stake and lobster food was delicious,1
10172,google_mybusiness,eng,1,food;service,Tasty vegan food in a hotspot of daily travelling.Not the most convenient place to supper but rather a place for a quick foodstop while travelling.Service is very helpful and friendly.Food is tasty but prices are pretty high..,1
10174,google_mybusiness,eng,1,experience,"They use the app Too Good To Go to sell their unbought pizzas that are supposed to have a 10€ value approximately. However, you have to know that you can potentially receive a carpaccio di zucchine instead. 😬",-1
10175,google_mybusiness,eng,1,food;value;service,"Friendly and tasty. They have onion rings and delicious veggies options. A bit on the pricey side, but good quality.",1
10179,google_mybusiness,eng,1,experience,Bien(Translated by Google)All right,1
10195,google_mybusiness,eng,1,experience;food;reputation,Excelentes pizzas!!! Los postres muy ricos. Muy amables los camareros. Para repetir seguro(Translated by Google)Excellent pizzas !!! The very rich desserts. Very friendly waiters. To repeat for sure,1
10197,google_mybusiness,eng,1,experience;food;reputation;service,"Sin reserva es complicado, hemos ido 15 personas, y excelente el trato y la  atencion, una gran variedad en la carta. recomendable, eso si ir con reserva(Translated by Google)Without reservation it is complicated, we have gone 15 people, and excellent treatment and attention, a great variety in the menu. recommended, that if you go with reservation",1
10198,google_mybusiness,eng,1,value,cheap,1
10199,google_mybusiness,eng,1,food,(Translated by Google) Too good a treat(Original)Trop bon un régale,1
10200,formitable,eng,1,experience,"Congratulations, amazing food, staff and place!!!! We will come back soon!!!!",1
10201,facebook,eng,1,experience,the food is always good and we came here quite often. it's one of our favourite restaurants.,1
10203,google_mybusiness,eng,1,experience,OMG . Great food great service we had a group of nine and have a blast,1
10205,formitable,eng,1,experience;service;innovation,"great food, good quality, good portion sizes, service needs to improve, waiting for a glass of wine for 10 minutes its not pleasant!",1
10208,google_mybusiness,eng,1,food,Very good old school americano,1
10209,google_mybusiness,eng,1,experience;food,"Nice, professional and really nice food.Excellent",1
10210,google_mybusiness,eng,1,experience;food;service,"Very good food, great service and reasonably priced.",1
10211,google_mybusiness,eng,1,experience;food;service,Everything from food to staff was perfection.,1
10218,formitable,eng,1,experience;service;food,beef tartar was presented in a different manor,1
10225,formitable,eng,1,experience;environment;service,"Had a beautiful meal. Great vibe, relaxed and friendly Food was yummyHad dim sum selection then blade stake - delicious",1
10229,formitable,eng,1,service;food;experience;environment,"Nice restaurant. Good food and very professional service. we will come back, when in Amsterdam. If I may suggest, please keep music volume a little lower and maybe re-design the light of the restaurant.",1
10244,formitable,eng,1,service;food;environment,"Excellent service (not always guaranteed in Amsterdam restaurants.....), absolutely superb food, cooked with authenticity and a twist plus a relaxing and informal atmosphere that lent itself to a memorable meal. The finishing touches for my wife's birthday lunch - champagne on arrival etc also gave our visit a personal touch. Highly recommended.",1
10250,google_mybusiness,eng,1,food;environment,"This restaurant has great sandwiches, so many good options, and a really good environment.  I would definitely come here again if I’m ever in the area!",1
10260,google_mybusiness,eng,1,food,Gewoon lekker(Translated by Google)Just nice,1
10261,google_mybusiness,eng,1,food,(Translated by Google) tasty snack(Original)Lanche saboroso,1
10265,facebook,eng,1,experience,Amazing place to eat and drink,1
10266,google_mybusiness,eng,1,experience,Very good food and very nice Service!,1
10267,google_mybusiness,eng,1,experience,The Mussels French style are so delicious. Its big pot and tasted best in my whole life.,1
10280,google_mybusiness,eng,1,experience,Top👌🏻,1
10282,google_mybusiness,eng,1,experience;service;food;value,"Excellent friendly, professional service and food at a good price. We will be back. Quality and value for money Thank you.  Nicci x",1
10283,facebook,eng,1,experience;food;reputation;value,"Delicious food served by lovely people. Highly recommend, great value too. 😍",1
10284,google_mybusiness,eng,1,experience;service,Good service,1
10289,google_mybusiness,eng,1,experience;food,"Good food, nice staff but a bit too crammed in making it difficult to talk",1
10290,google_mybusiness,eng,1,experience;service,Always  good  food  and  friendly  service  :-(,1
10293,google_mybusiness,eng,1,food,Great simple breakfast :),1
10298,facebook,eng,1,experience;food;service;environment;convenience,good ambience nice location great food helpful staff,1
10300,google_mybusiness,eng,1,service;environment;food;value,Good pasta dishes reasonable price,1
10305,facebook,eng,1,experience;environment,"This year we celebrated our 'end of season' with spaghetti, a lot of spaghetti & almost everyone was attending the party. Thank you BAVET for the great dinner, tasty spaghetti & above all 'thank you fantastic team'!",1
10312,google_mybusiness,eng,1,experience,(Translated by Google) Great !!(Original)Buenísimo!!,1
10314,formitable,eng,1,experience;service;food;environment,Amazing food service and ambiance,1
10315,facebook,eng,1,experience,Thank you! That is great to hear Bruno!,0
10316,formitable,eng,1,experience;service;food,"It was a wonderful and perfect evening. The food, the wine, the ambience and the service were great.Thank you very much for that, we will come again.",1
10317,google_mybusiness,eng,1,experience,Yummy,1
10320,facebook,eng,1,experience,Great seafood!  And: great oyster HH... 1 euro an oyster.,1
10321,facebook,eng,1,experience,"Very delicious food in a convenient place, next to the Utrecht Centraal. I was here twice, both times food was delicious, service very friendly. Thank you!",1
10324,instagram,eng,1,experience,Happy Friday! When they are only £1/€1 each during happy hour how many do you order!?!.🍬🍬🍬🍬🍬🍬#amsterdam #amsterdamfood #seafood #seafoodlove #foodielover #foodiefamily #foodiefam #amsterdam🇳🇱 #amsterdamlife #amsterdamlifestyle #oysters #theseafoodbaramsterdam #theseafoodbar #oysters #happyhouroysters #oysterlove #oysterlover #oysterlovers,1
10326,formitable,eng,1,experience;service;food,"We had a fantastic time. Food, Wine options and service were both excellent.  We will definitely come back.",1
10330,formitable,eng,1,food;environment,"The decoration and atmosphere is really nice, the view is amazing, the service is good, but we both had stomach issues after the food. Food was average not so special as expected",1
10337,formitable,eng,1,food;environment;service,"Delicious menu, wines and atmosphere, besides the loud music. I also think the service could be better. The waiters were cool but the service was slow!",1
10342,formitable,eng,1,experience;service;food;environment,"Real iIndonesian kitchen, food and vibe!!",1
10344,formitable,eng,1,experience;service;environment,"Thank you for making my husbands birthday great. The whole experience was great, he was made to feel very special & the food was excellent. Thank you.",1
10359,google_mybusiness,eng,1,service;environment;value;food,Good spaghetti fast service,1
10369,google_mybusiness,eng,1,service;environment;food;value,"(Translated by Google) Cool noodle restaurant. The idea: You can create your own noodle dish from ""components"" (or order finished ones).The idea and of course the implementation are great and delicious!A whole new experience. Price / performance fully OK. Nice staff that is helpful. If you want something interesting food - The Bavet definitely you can test :)(Original)Cooles Nudel Restaurant. Die Idee: Man kann sich sein Nudel Gericht aus ""Komponenten"" selber kreieren (oder bestellt fertig definierte). Die Idee und natürlich auch die Umsetzung sind Prima und Lecker! Mal eine ganz neue Erfahrung. Preis-/Leistung voll OK. Nettes Personal das einem hilfreich  zur Seite steht. Wenn man was interessantes Essen will - The Bavet unbedingt man antesten :)",1
10372,google_mybusiness,eng,1,service;environment;food;value,(Translated by Google) Pleasant(Original)Agréable,1
10374,google_mybusiness,eng,1,service;environment;food;value,"Interesting place that serves Belgian style pasta. I jojned somebody that ate the pasta. I only had a starter which was good. I'm not sure about the choice of food but, my friend enjoyed the pasta. I really felt the decor was really nice, run-down style but really well done. Worth a try for sure.",1
10377,google_mybusiness,eng,1,service;environment;food;value,Just like home!,1
10378,google_mybusiness,eng,1,service;environment;food;value,(Translated by Google) Hearty portions and varied choice of sauces(Original)Portions copieuses et choix varié de sauces,1
10382,google_mybusiness,eng,1,food,Amazing burgers🍔😊👍,1
10385,google_mybusiness,eng,1,food;service;environment,"Great service, food and atmosphere.",1
10389,google_mybusiness,eng,1,experience;service,"Prix abordable, excellente ambiance, personnels très sympathiques(Translated by Google)Affordable price, great atmosphere, very friendly staff",1
10393,google_mybusiness,eng,1,food;reputation,Excellent burger. Cooked very well.  Great selection of beer.  Great location in the middle of Bruges.,1
10397,google_mybusiness,eng,1,food;service;convenience;reputation,"Really great burger, nice place. We all agreed one of the best we'd had in a while. The sides were beautifully done too and overall great flavours. Service was great. Really clear allergy information too if you are eating with a nut allergy. Recommended",1
10400,google_mybusiness,eng,1,food,"Good bread, good croissant, good cheese and ham. Great jam. Overall enjoyable experience at a reasonable price.",1
10401,google_mybusiness,eng,1,environment,Very nice place 😍,1
10404,google_mybusiness,eng,1,service;environment;food,"A nice place with quire good food, but at least the day we visited, was evidently understaffed so we had to wait a lot to order & pay, but the food didn't take long to come.",1
10405,google_mybusiness,eng,1,environment;food,"Nice food, similar to the other locations but slightly prettier scenery. I went on a Sunday afternoon so it was pretty empty and the waiters were a bit too comfortable, loudly taking and making fun of eachother next to us.",0
10407,google_mybusiness,eng,1,food,"First of all I am super picky about meat in general being from Texas we are huge meat eaters. This burger is the best burger I may have ever had! I had the classic just cheese, picked and mustard and that is all I needed because I could really taste the meat which is what I like to taste to make sure of the quality. I definitely recommend to any tourists looking for a good burger after days of other food. The staff is super friendly Nicole was super helpful in letting me know where I could get an umbrella and how much it was to ride the horse carriage. Great service great food and great location!",1
10409,google_mybusiness,eng,1,food;service,"Lekker tostis, and friendly and helpful staff!",1
10413,google_mybusiness,eng,1,service;food;reputation,"We were waited on right away. They have menus in Dutch and English. We really enjoyed the chicken tex-mex and chorizo sandwiches, and we liked their unique soda flavors. Restrooms were very clean and service was great. This restaurant also has a cool mission, and over half the people they hire have a visible or invisible disability. They have free WiFi which was handy.",1
10415,google_mybusiness,eng,1,experience;food;environment;consistency,"The ambience and food is always good, I visited here fot the last 45 years excellent.",1
10428,google_mybusiness,eng,1,service;food;value;environment,"Lovely place in the center of Ghent, not too pricey compared to the location. You get a huge bowl of pasta, plus you personalize it yourself by choosing the sauce and toppings. Gluten free is also available. Staff is nice and speak perfect english.",1
10436,google_mybusiness,eng,1,food,Very yummie cheese sauce!,1
10440,google_mybusiness,eng,1,service;food;value;environment,Pasta is as good as home pasta indeed,1
10449,google_mybusiness,eng,1,value;food,(Translated by Google) The most beautiful sandwiches you can tasteGood for breakfast or lunchThey have halal chickenBut with him many beautiful additions they give youAnd they have natural juicesThe price of sandwich and juice is about 9 euros(Original)اجمل سندويتشات ممكن تذوقونهاتنفع فطور او غداء الحلال عندهم اللي هو الدجاج بس معه اضافات جميلة كثير هم يحطونها لكمو عندهم عصيرات طبيعيةو سعر الساندويتش و العصير ب 9 يورو تقريبا,1
10450,google_mybusiness,eng,1,food;experience,(Translated by Google) Very good street food(Original)Muy buena comida callejera,1
10451,google_mybusiness,eng,1,food;experience,"We had the Chicken Souvlaki BOX. The chicken was tender, the salad dressing was amazing, the fries are yum, and the portion was big enough for 2 skinny not starving people.",1
49,zomato,eng,0,experience;convenience;environment;service;value,It's located in a nice place. The restaurant has nice decorations and staff is polite. My major reason for giving 2 stars is that I was disappointed by the price versus the food quality. The price of a pizza is too expensive and not that great for the price. In the price range I have better options.,1
68,tripadvisor,eng,0,experience;food,Stopped by here for lunch on a Sunday. We were seated quick though it felt like the table shouldn’t have been there. It was like we were squashed in. Served quick we ordered minestrone soup to start which was really lacking flavour just tasted like veg in water. I ordered arrabiata which was lovely very rich. My husband had the lasagna which was also lovely. All in all it’s a nice place but perhaps avoid the soup. ,0
86,tripadvisor,eng,0,experience;service;environment;food,"Ate here for Sunday lunch a few weeks back, food was great.Decent service though they appeared to be a little stretched at times.Biggest down point was the draft from the front door every time another customer arrived.Will be back but will ask to sit away from that side of the restaurant! ",0
125,tripadvisor,eng,0,service;food,Not bad but not excellent either. Service is not bad but they should be a bit nicer and more friendly.Good place if you run out of alternatives..,1
129,tripadvisor,eng,0,service;food,Standard italian fare. The cooking is OK but not very interesting and the service is very indifferent,0
227,tripadvisor,eng,0,value;food,"Wasn't a bad venue for a stag do, but pricey. Lights were too dull and the food was a small portion but each to their own. Probably might return.",-1
248,tripadvisor,eng,0,value;food,Food is pretty average here to be honest. Service okay. A bit overpriced for what you get...........in my opinion.,-1
249,tripadvisor,eng,0,service;food,"We ordered a starter that was forgotten about entirely, waitress didn’t even notice. Fairly slow service but not terrible. Burgers weren’t great, considering that it’s all this place does they don’t do them well. They don’t ask how you want them cooked and they all come over cooked and dry. They obviously use lean meat but it means that burgers are dry and a bit bland, they need to use a higher fat content and get some real flavour in there. The chips are the nicest I’ve had in a long time and my husband said the onion rings are the best he’s ever had! The choice of beers are never ending and they even do pairings with the burgers. They have this odd thing where you pay as you exit, which is odd but there was no one   there?! There were two staff manning the whole restaurant at dinner time.  ",-1
251,tripadvisor,eng,0,value;food,"We had a delicious burger here, one of the best vegan burgers I have ever had but it was expensive at 10 Euros.  I had hoped it would have come with some salad or some fries but it was just a burger. Problem is, it was so delicious I would probably buy an expensive, solidarity burger on a plate again!",1
263,tripadvisor,eng,0,environment;food,"They played nice music,nice interiour but my dish was quite boring and tasteless,my friends was a litte bit better.",0
